Actual,ANN,LSTM
491.4,581.10266,497.16452
497.7,587.6832,526.8624
474.0,583.8027,511.70425
423.0,567.59985,493.02783
376.2,469.88818,453.09012
311.4,340.93356,338.0153
255.6,281.88635,273.04944
228.0,239.00398,237.81708
217.8,220.37994,227.43176
203.76,212.03581,218.63843
186.3,198.70953,235.63054
188.1,209.37332,173.64503
185.76,220.85162,171.58388
183.78,224.69637,197.00438
181.8,224.48918,205.95964
185.4,222.65536,176.14635
179.10000000000002,238.57079,185.50089
200.4,267.92892,253.31985
190.79999999999998,320.0761,283.32138
184.5,391.71484,357.7713
180.90000000000003,447.44287,402.93063
166.49999999999997,456.38394,401.24323
163.20000000000002,461.72778,478.50208
167.04000000000002,490.4815,425.9877
168.29999999999998,464.44186,411.93875
185.4,474.07672,443.7465
211.20000000000002,469.09576,432.97794
205.2,473.776,390.06198
216.0,401.01398,373.74866
231.3,302.85284,269.7492
223.2,273.8379,223.8626
208.8,241.23947,208.19275
207.6,217.3131,184.8395
198.9,214.6953,189.75896
196.2,213.35603,183.79466
198.0,189.60423,188.22595
181.8,179.63942,173.29019
188.4,185.30423,164.60875
188.4,184.74716,146.82993
205.2,197.1629,188.70667
230.4,218.06705,205.84215
293.04,263.32263,259.15088
427.5,334.67767,338.7342
554.4,413.94424,467.549
630.0,483.24686,569.08545
676.8000000000001,497.4418,604.874
686.88,508.2049,616.80444
684.0,529.47705,636.00354
700.5600000000001,514.2142,638.7299
715.1999999999999,523.4529,618.17004
688.5,519.51556,626.9893
633.6,513.24255,590.46924
479.7,423.17322,450.5877
358.2,314.69937,334.45224
279.0,263.73535,275.30493
248.4,231.28761,226.18819
230.4,218.8701,211.47957
218.7,208.30989,195.1362
211.5,200.60847,167.83746
212.4,200.51077,210.38617
216.0,186.13939,210.29655
217.8,187.6738,200.29576
219.6,187.25208,177.67667
229.68,206.37473,225.03929
253.20000000000005,229.43459,242.58847
303.3,287.62186,300.23038
427.5,389.49457,396.1993
538.8000000000001,489.19714,528.9026
621.0,577.7055,629.7178
681.3,615.70874,686.8965
703.8,634.88654,694.20874
702.9,640.3237,711.0105
705.6,645.314,708.5701
716.4,651.4393,699.86127
698.4,649.62933,703.54913
678.0,624.2598,676.1191
520.2,503.25427,514.5402
362.7,359.58795,365.12405
294.3,284.86966,295.50345
253.79999999999998,244.64311,252.3774
235.20000000000002,234.40073,231.10635
222.0,219.10266,215.54373
207.6,201.6731,195.322
212.4,215.0004,212.79839
223.2,224.22792,222.93852
216.0,216.45251,214.14917
222.3,222.34268,213.4312
226.8,230.1726,227.18123
260.40000000000003,262.94547,258.39944
302.4,306.13614,305.1067
441.9,438.35648,441.8864
560.4,551.0627,567.2496
632.7,625.6082,645.39856
688.8000000000001,678.00085,702.75354
688.5,682.92175,702.7326
678.6,673.32007,696.36725
690.3,684.7768,707.3501
698.4,693.00256,711.9038
693.0,689.8948,709.6247
655.2,649.93555,669.75024
493.2,493.45636,499.51706
360.0,363.0711,364.38776
302.4,301.42712,304.8176
259.2,263.68573,257.0939
234.0,235.85283,233.12418
223.2,227.85335,217.232
213.3,215.36688,208.75224
216.71999999999997,217.00044,212.1963
220.5,222.45874,215.67491
216.0,216.92897,209.80043
221.4,222.69333,214.74307
231.3,232.26213,227.08272
256.5,258.7429,251.4919
307.8,308.47766,307.65683
431.1,432.26114,434.8906
549.0,548.9126,560.0986
633.6,631.5466,645.0792
686.7,684.9233,699.4955
688.5,687.58374,702.97766
679.5,678.36475,693.9273
678.6,680.216,696.7972
681.3,684.69,696.3192
689.4,689.1448,705.0696
625.1999999999999,630.7408,642.403
486.0,487.49658,489.94202
365.4,367.19647,366.44556
301.5,302.29056,301.83957
264.0,265.7255,262.2412
228.6,228.75366,221.92682
212.4,213.91989,208.93794
201.6,201.57869,192.9123
204.48,207.00763,205.43228
218.7,220.43874,219.54257
210.0,209.89572,209.97646
215.1,215.97334,214.12112
216.9,220.82738,217.67996
252.0,253.20303,253.40527
304.2,310.13177,303.74936
401.4,404.2057,406.1993
488.40000000000003,507.02274,510.73636
608.4,614.2618,612.591
663.3,666.8117,668.5423
678.6,677.2709,681.02826
687.6,683.89185,685.07135
666.9,668.6071,669.8524
675.9,678.6574,678.35297
666.0,671.2714,670.5489
641.7,640.05096,641.013
509.4,508.09363,508.71683
369.9,374.48798,369.38745
306.0,304.65607,306.0465
239.4,242.9813,241.84503
202.79999999999998,204.40338,205.00397
193.20000000000002,195.37566,194.7928
183.6,184.15189,185.4153
